,Show_ID_tmdb,name_tmdb,Genre,Overview_Text_tvdb,Vote_Average_tmdb,Vote_Count_tmdb
1473,44004,Animal Practice,[35],"Dr. George Coleman is a top veterinarian with an impressive list of famous animal patients at the Crane Animal Hospital—a bustling New York City veterinary practice where it often seems as if the patients are running the place. Much to his chagrin, George recently learned that his ex-girlfriend, Dorothy Crane, has inherited the family business and is now George's boss.",5.4,22
1474,6974,Raising the Bar,[18],The lives and cases of young lawyers who work on opposite sides - the public defender's office and the district attorney's office - as well as those who sit in judgment on their cases.,8.8,6
1475,1757,Men in Trees,"[18, 35]","Relationship coach Marin Frist knows what to look for, what to avoid and what will make her happy. As the many fans of her two bestselling books could tell you, we're all in charge of our own happiness. But like many people full of advice, she fails to apply it to herself. On her way to a speaking engagement in Alaska, she learns that her fiancé has cheated on her. Slapped in the face with personal failure, a snowstorm then leaves her stuck in a small town full of the one thing she really doesn't need—available men.",7.3,26
1476,71148,American Woman,"[35, 18]","This 1970s period dramedy inspired by the real life Kyle Richards and set amid the sexual revolution and the rise of second-wave feminism follows Bonnie, an unconventional mother struggling to raise her two daughters after leaving her husband. With the help of her two best friends, Kathleen and Diana, these three women will each discover their own brand of independence in a world reluctant to give it.",4.6,19
1477,94305,The Walking Dead: World Beyond,"[18, 10765, 9648]",A heroic group of teens sheltered from the dangers of the post-apocalyptic world receive a message that inspires them to leave the safety of the only home they have ever known and embark on a cross-country journey to find the one man who can possibly save the world.,7.6,954
1478,40080,Same Name,[],"Same Name is an American reality television series in which an average person swaps lives with a celebrity with the same name. The series premiered on July 24, 2011 on CBS, however, after just 4 episodes, CBS pulled the low-rated series from its Sunday night line-up.",0.0,0
1479,5721,The Secret Life of the American Teenager,"[18, 35]","Amy and her friends at Grant High learn to define themselves while they navigate the perilous waters of contemporary adolescence. Between their love triangles, secrets, drama, accusations, gossip, confusion, and scandalous rumors, there's never a dull moment.",7.3,90
1480,132141,Maya and the Three,"[16, 10751, 10759, 35]",A spirited princess with the heart of a warrior embarks on a mission to fulfill an ancient prophecy and save humanity from the wrath of vengeful gods.,7.8,230
1481,60797,Scorpion,"[10759, 18, 80]","Based on a true story, Scorpion is a high-octane drama about eccentric genius Walter O’Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security’s new think tank, O’Brien’s “Scorpion” team includes Toby Curtis, an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru.",8.3,3433
1482,97180,Selena: The Series,[18],"As Mexican-American Tejano singer Selena comes of age and realizes her dreams, she and her family make tough choices to hold on to love and music.",7.5,1524
1483,61741,Secrets and Lies,"[18, 80]","Detective Andrea Cornell is a tough, thorough Homicide Detective who leaves no stone unturned. Her unwavering dedication to her job makes her the most formidable opponent - or a highly valuable ally.",7.4,79
1484,4372,Tremors,"[35, 10765]","Tremors: The Series is a television spin-off of the Tremors franchise. Originally airing out of order on the Sci-Fi Channel, it was later aired in its proper sequence on the G4 Network.",6.0,24
1485,58514,Kirstie,[],"The son of a Broadway star, who was given up for adoption 26 years ago, tries to connect with his birth mother after his adopted mother dies.",4.6,5
1486,64908,Working the Engels,[],,10.0,1
1487,80055,Chambers,"[9648, 18]","Consumed by the mystery surrounding the donor heart that saved her life, a young patient starts taking on sinister characteristics of the deceased.",6.8,100
1488,4884,Cashmere Mafia,"[18, 35]","Four ambitious and sexy women, who've been best friends since business school, try to balance their glamorous and demanding careers with their complex personal lives in the city that never sleeps. They've created their own ""boys club"" to protect each other and discuss their ups and downs as they try to have it all. What good is it to break the glass ceiling without girlfriends to share in your success?",4.7,6
1489,61345,Z Nation,"[9648, 10759, 18]","Three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.",7.2,648
1490,91746,American Rust,"[18, 80]",A compelling family drama and a timeless story told through the eyes of complicated and compromised chief of police Del Harris of a Pennsylvania Rust Belt town full of good people making bad choices.,7.2,21
1491,62137,The Royals,[18],"Drama about a fictional British Royal family set in modern day London, who inhabit a world of opulence and regal tradition that caters to any and every desire, but one that also comes with a price tag of duty, destiny and intense public scrutiny.",7.4,90
1492,8563,The Jay Leno Show,"[35, 10767]","The Jay Leno Show is an American comedy show created by and starring Jay Leno, that aired at 10 p.m. from September 14, 2009 to February 9, 2010 on NBC, after Leno's initial retirement from hosting The Tonight Show with Jay Leno. In January 2010, NBC announced that due to affiliate concerns about its effect on their newscasts, The Jay Leno Show would be shortened to 30 minutes and moved from primetime to 11:35 p.m., the timeslot that had been occupied by The Tonight Show for nearly 60 years.

The Tonight Show host Conan O'Brien released a public statement saying that he would not participate in moving Tonight to 12:05 a.m., asserting that it would damage the highly respected franchise. Despite much support for O'Brien from both the public and media professionals alike NBC maintained its plan to move Leno to 11:35. On January 21, 2010, NBC reached a $45 million settlement with O'Brien in order to end his contract. Leno resumed his duties as host of Tonight on March 1, 2010. Leno ended on February 9, 2010 after being on the air for only four months, with Entertainment Weekly calling the program television's ""Biggest Bomb of All Time.""",4.2,9
1493,2288,Prison Break,"[10759, 80, 18]","Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.",8.1,3733
1494,1880,Emily's Reasons Why Not,[35],"Emily Sanders is a successful publisher of self-help books who has terrific instincts in every arena of her life but one—relationships. Determined now to make better choices, Emily employs a ""Reasons Why Not"" list-making system designed to serve as an internal warning on when it's time to cut bait and move on. Navigating a thriving career, a string of would-be boyfriends and an office rival means that Emily's plate is always pretty full.",6.5,2
1495,32697,Harry's Law,"[35, 18]","Harriet, Matthew and Malcolm couldn't be any more different, but when they cross paths, they realize they're all looking for a fresh start. The most unlikely of people are starting a law practice in the most unlikely of places -- a rundown shoe store.",7.2,27
1496,51402,Mixology,[35],"One bar. One night. Ten single people. Welcome to Mix, a high-end bar in Manhattan's trendy meatpacking district.  These are the exploits of singles, five guys and five girls, in search of love - all over the course of one night.",6.5,19
1497,4540,Lucky Louie,[35],"Lucky Louie is an American television sitcom created by Louis C.K., which aired on HBO for one season in 2006. C.K. stars as the eponymous Louie, a part-time mechanic. The show revolves around the life of Louie, who lives with his wife, Kim, who is a full-time nurse, and their four-year-old daughter, Lucy. A first for HBO, Lucky Louie was filmed before a live studio audience, in a multiple-camera setup.",7.5,85
1498,111616,First Kill,"[18, 9648]","Falling in love is tricky for teens Juliette and Calliope: One's a vampire, the other's a vampire hunter — and both are ready to make their first kill.",8.4,125
1499,77005,Living Biblically,[35],"An adaptation of the non-fiction book by A.J. Jacobs, in which a man tries to live in accordance with the Bible's teachings as close as possible.",5.0,6
1500,64434,Second Chance,"[18, 10765]","A disgraced, 75-year-old ex-sheriff, whose life ends at the hands of corrupt cops, is brought back to life and given a second chance by a pair of young tech scientists, as a 35-year-old with unpredictable near-superhuman abilities.",6.8,128
1501,26347,The Trouble with Larry,[35],"The Trouble with Larry is an American sitcom that aired from August 25, 1993 to September 8, 1993 on CBS. It starred Bronson Pinchot as Larry Burton, a man returning home to Syracuse after being presumed dead for many years. ",0.0,0
1502,129495,Clickbait,"[18, 80, 9648]","When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",7.6,193
1503,19654,Rose Red,"[9648, 10765]",Dr. Joyce Reardon commissions a team of psychics to literally wake up a supposedly dormant haunted mansion—Rose Red.,6.7,306
1504,10706,The Magnificent Seven,"[18, 37]","The Magnificent Seven is an American western television series based on the 1960 movie, which is a remake of the Japanese film Seven Samurai. It aired between 1998 and 2000. It was filmed in Newhall, California. The pilot, scripted by Chris Black and Frank Q. Dobbs, was filmed in Mescal, Arizona and the Dragoon Mountains of Arizona, near Tombstone.

Robert Vaughn, who had starred in the original 1960 movie, frequently guest-starred as a crusading judge.",6.3,9
1505,158873,The Musical Hero,[],A popular actor accidentally got a priceless necklace because two thieve groups were fighting over it. He later passed it to his sister. Two thieve groups try to snatch this necklace while two international police will give it back to its rightful owner.,0.0,0
1506,67556,Better Late Than Never,"[10764, 35]","This hilarious fish-out-of-water comedy/reality show follows cultural icons Henry Winkler, William Shatner, Terry Bradshaw and George Foreman on their greatest adventure yet. Deciding it's Better Late Than Never, these four national treasures embark on the journey of a lifetime, traveling across Asia on their own with no schedule and no itinerary. The only ""help"" will come from Jeff Dye, a young, strong, tech-savvy comedian with an agenda of his own - who isn't above leading the men off track. Each stop is packed with hilarious cultural experiences, heartwarming spectacles and unexpected twists as our legends take on this unforgettable adventure.",7.5,12
1507,1617,Stephen King's Kingdom Hospital,"[9648, 18, 10765]","Kingdom is a hospital whose bizarre population includes a brilliant surgeon who lives in the basement, a nearly blind security guard and a nurse who regularly faints at the sight of blood. But when patients and staff hear the voice of a girl crying through the halls and a patient destined for life as a paraplegic miraculously recovers, they are dismissive of any suggestion of mysticism or unseen powers... at their own peril.",7.0,82
1508,2,Clerks: The Animated Series,"[16, 35]","Clerks is an American animated sitcom based on Kevin Smith's 1994 comedy of the same name. It was developed for television by Smith, Smith's producing partner Scott Mosier and former Seinfeld writer David Mandel with character designs by Stephen Silver.",6.9,69
1509,83949,Treadstone,[10759],"The Treadstone project, having created super spy Jason Bourne, turns its attention on a new protocol to develop unstoppable superhuman assassins.",7.4,170
1510,85273,NOS4A2,"[10765, 18]","A young Victoria ""Vic"" McQueen discovers she has the power to unlock portals that help her find lost objects. As she delves further into this hidden universe, she encounters many other ""inscape travelers"" - some benevolent, and some who have been corrupted by their power. When Vic encounters Charlie Manx, an immortal who stays that way by feeding off of the souls of children, she makes a sworn enemy of Manx.",7.5,323
1511,10551,That Was Then,[18],"Travis Glass is about to turn 30 and his life couldn't be worse. He lives with his mother. He's a door salesman. And the longtime love of his life is married to his brother. His descent into loserdom dates back to a fateful and humiliating week in high school, and all Travis wants is a second chance to get it right.

Be careful what you wish for …

Travis wakes up the next morning, 16 again, with a chance to relive all of life's firsts. While tinkering with the past, he manages to save a life, jeopardize a marriage, and lose the most precious thing in his otherwise flawed future. Before he knows it, Travis is transported back to adulthood, about to turn 30 again, and his life couldn't be worse …

Now, he'll have to keep hopping back and forth between high school and adulthood until he figures out how to put things right once and for all. But how do you put things right when every move you make can result in a new and totally unexpected future?",8.5,2
1512,47600,Rogue,[18],"Grace, a morally and emotionally-conflicted undercover detective, is tormented by the possibility that her own actions contributed to her son’s death. Grace’s search for the truth is further complicated by her forbidden relationship with Jimmy, the crime boss who may have played a hand in the crime.",7.5,39
1513,61231,Intruders,"[9648, 10765, 80]",Members of a secret society chase immortality by seeking refuge in the bodies of others.,6.8,48
1514,120456,The Chase,[10751],"A heart-racing quiz show where three competitors must pit their wits and face off against the Chaser, a ruthless quiz genius determined to stop them from winning cash prizes. Each episode is a fast-paced battle of brainpower, where contestants are challenged to think faster than they ever thought possible to answer up to 166 questions across all topics.",8.0,1
1515,65748,Roadies,"[35, 18]","An insider's look at the reckless, romantic, funny, and often poignant lives of a committed group of ""roadies,"" who live for music and the de facto family they've formed along the way.",5.6,36
1516,5911,Gary Unmarried,[35],A recently divorced couple shares custody of their two children while starting new relationships.,6.3,28
1517,62433,Between,"[10765, 18]",Between is the story of a town under siege from a mysterious disease that has wiped out everybody except those 21 years old and under. The series explores the power vacuum that results when a government has quarantined a 10-mile diameter area and left the inhabitants to fend for themselves.,5.7,97
1518,78183,Nightflyers,[10765],"In the year 2093, a team of scientists aboard the Nightflyer, the most advanced ship ever built, embarks on a journey to find other life forms. Their mission takes them to the edge of the solar system, and to the edge of insanity, as they realize true horror isn't waiting for them in outer space—it's already on their ship.",5.6,103
1519,80350,New Amsterdam,[18],"The new medical director breaks the rules to heal the system at America's oldest public hospital. Max Goodwin sets out to tear up the bureaucracy and provide exceptional care, but the doctors and staff are not so sure he can succeed. They've heard this before. Not taking ""no"" for an answer, Dr. Goodwin's instinctive response to problems large and small is four simple words: ""How can I help?"" He has to disrupt the status quo and prove he'll stop at nothing to breathe new life into this underfunded and underappreciated hospital, returning it to the glory that put it on the map.",8.5,733
1520,38919,Happily Divorced,[35],"Happily Divorced is an American sitcom created by Fran Drescher and Peter Marc Jacobson. Inspired by their experiences, the series, which became TV Land's third original scripted series following Hot in Cleveland and Retired at 35, ran from June 15, 2011, to February 13, 2013, and revolves around a Los Angeles florist who finds out her husband of 18 years is gay. Happily Divorced was canceled on August 23, 2013.",5.5,18
1521,65814,Of Kings and Prophets,[18],"An epic biblical saga of faith, ambition and betrayal as told through the eyes of the battle-weary King Saul, the resentful prophet Samuel and the resourceful young shepherd David—all on a collision course with destiny that will change the world. One thousand years before Christ, the first king of the Israelites, Saul, struggles to unify the 12 Israelite tribes and defend his fledgling nation against savage enemy attacks. The prophet Samuel relays a message from God to King Saul that he must destroy one of Israel's ancient enemies. But when Saul defies that message, Samuel prophesies that the Lord will tear the kingdom of Israel from him and choose another in his place. In time, Saul comes to realize that his greatest threat will not come from his enemies, but from the shepherd, David.",6.4,17
1522,62417,Emerald City,"[10765, 18, 10759]","In the blink of a tornado’s eye, 20-year-old Dorothy Gale and her K9 police dog are transported to another world, one far removed from our own — a mystical land of competing kingdoms, lethal warriors, dark magic and a bloody battle for supremacy. This is the fabled Land of Oz in a way you’ve never seen before, where wicked witches don’t stay dead for long and a young girl becomes a headstrong warrior who holds the fate of kingdoms in her hands.",6.7,148
1523,73117,Knightfall,"[10759, 18]",Go deep into the clandestine world of the legendary brotherhood of warrior monks known as The Knights Templar.,7.0,250
1524,99741,Devils,[18],"After being implicated in a deadly scandal, a trader at a leading London bank fights to clear his name, but instead uncovers an intercontinental conspiracy masterminded by powerful forces operating in the shadows.",7.5,111
1525,81942,Proven Innocent,[18],"Madeline Scott, a fierce and uncompromising lawyer with a hunger for justice, runs an underdog criminal defense firm. There is no one who understands the power of setting an innocent person free more than Madeline. At age 18, she was wrongfully convicted, along with her brother, in a sensational murder case. Madeline defends others as she fights to maintain her innocence and searches for the real killer in her own case.",7.4,66
1526,51357,Welcome to the Family,"[35, 10751]","Welcome to the Family is an American television series that aired on NBC from October 3, to October 17, 2013 on Thursdays at 8:30 p.m. Eastern/7:30 p.m. Central, after Parks and Recreation. On May 10, 2013, the network placed a series order for the single camera comedy, which was canceled from NBC television schedule on October 18, 2013 after three episodes had aired.",6.2,6
1527,34300,Glory Daze,[35],"Glory Daze is an American comedy-drama television series. The one-hour series revolves around a group of college freshmen who pledge a fraternity in 1986. The series aired from November 16, 2010, to January 18, 2011 on TBS.

On February 24, 2011, TBS announced that the series would not be renewed for a second season due to poor ratings.",5.4,8
1528,2370,Hell's Kitchen,[10764],Aspiring restaurateurs brave Ramsay and his fiery command of the kitchen as he puts the competitors through an intense culinary academy to prove they possess the right combination of ingredients to win a life-changing grand prize.,6.9,197
1529,2025,"Beverly Hills, 90210",[18],"Follow the lives of a group of teenagers living in the upscale, star-studded community of Beverly Hills, California and attending the fictitious West Beverly Hills High School and, subsequently, the fictitious California University after graduation.",7.5,523
1530,62977,Tut,[18],"The story of the Egyptian Pharaoh, one of the most renowned leaders in human history.  This ambitious special-event series tells the story of Tut’s rise to power and his struggle to lead Egypt to glory, while his closest advisers, friends and lovers scheme for their own nefarious interests. “Tut” opens up a fascinating window into a world filled with heart-breaking romance, epic battles, political backstabbing, conspiracy, jealousy, and even murder — proving his world was not far removed from our own — and that his reign as the youngest Egyptian king played out as a real-life drama for the ages.",7.2,154
1531,44636,Cult,"[9648, 18]","After a rash of disappearances and a likely murder, an inquisitive, young female production assistant on a wildly popular television show called Cult joins a journalist blogger in investigating the rabid fans of the series who might be re-creating crimes seen on the program, in real life.",5.3,28
1532,75506,Here and Now,[18],"A provocative and darkly comic meditation on the disparate forces polarizing present-day American culture, as experienced by the members of a progressive multi-ethnic family — a philosophy professor and his wife, their adopted children from Vietnam, Liberia and Colombia and their sole biological child — and a contemporary Muslim family, headed by a psychiatrist who is treating one of their children.",7.1,31
1533,33595,Shedding for the Wedding,[10764],"They are two of the most stressful things in life - planning a wedding and losing weight. Ten overweight engaged couples will live together and battle for the wedding of their dreams over a three-month period. Every episode, the couples will face off in a big physical challenge, competing to win one element of their wedding - from the invitations, to the cake, to the rings. Whatever they win will be theirs to keep. Together, they will plan their weddings with the help of the nation's top wedding planners, they will take a vow to eat right and exercise, and world-class trainers and nutritionists will completely overhaul their bodies. At the end of each episode, the couples will step on the scale and be weighed together - the couple who lost the least amount of combined weight that week will be eliminated. In the end, one couple will win their fantasy wedding - a once-in-a-lifetime event - that America will attend.",0.0,0
1534,72749,Hard Sun,"[80, 18]",Two detectives with opposing viewpoints are partnered together five years before the Apocalypse.,6.9,41
1535,30554,Lock 'N Load,[],,0.0,0
1536,61917,The Dovekeepers,[18],"Set in ancient Israel, The Dovekeepers is based on the true events at Masada in 70 C.E. After being forced out of their home in Jerusalem by the Romans, 900 Jews were ensconced in a fortress at Masada, a mountain in the Judean desert. Besieged at Masada, the Jews held out for months against the vast Roman armies. The events are recounted from the perspective of a few extraordinary women who arrive at Masada with unique backstories, but a common bond for survival. Additionally, these women, who work together daily as dovekeepers, are all concealing substantial secrets. This four-hour limited event series is based on Alice Hoffman's bestselling, critically acclaimed historical novel.",6.1,6
1537,269,One Tree Hill,[18],"In Tree Hill, North Carolina two half brothers share a last name and nothing else. Brooding, blue-collar Lucas is a talented street-side basketball player, but his skills are appreciated only by his friends at the river court. Popular, affluent Nathan basks in the hero-worship of the town, as the star of his high school team. And both boys are the son of former college ball player Dan Scott whose long ago choice to abandon Lucas and his mother Karen, will haunt him long into his life with wife Deb and their son Nathan.",7.8,294
1538,85486,Turn Up Charlie,"[35, 18]",A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,7.2,38
1539,86968,Bluff City Law,[18],"The lawyers of an elite Memphis law firm specializing in the most controversial landmark civil rights cases and led by legendary lawyer Elijah Strait and his brilliant daughter, Sydney Keller, take on the toughest David-and-Goliath cases while navigating their complicated relationship.",8.1,16
1540,84896,AJ and the Queen,[35],"While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",7.7,102
1541,67129,APB,"[10765, 80, 18]","After a billionaire engineer witnesses his best friend’s murder, he takes charge of Chicago’s troubled 13th District and reboots it as a technically innovative police force, challenging the district to rethink everything about the way they fight crime.",6.5,134
1542,3772,"Walker, Texas Ranger","[10759, 18]","Modern-day Texas Ranger, Cordell Walker's independent crime-solving methods have their roots in the rugged traditions of the Old West. Walker's closest friend is former Ranger, C.D. Parker, who retired after a knee injury, and now owns ""C.D.'s,"" a Country/Western saloon/restaurant. Rookie Ranger, James ""Jimmy"" Trivette is an ex-football player who bases his crime-solving methods on reason and uses computers and cellular phones. Alex Cahill is the Assistant DA who shares a mutual attraction with Walker, but often disagrees with his unorthodox approach to law enforcement.",7.0,389
1543,93484,Jupiter's Legacy,"[10765, 10759, 18, 9648]","As the world's first generation of superheroes (who received their powers in the 1930s) become the revered elder guard in the present, their superpowered children struggle to live up to the legendary feats of their parents.",7.3,518
1544,32694,Outsourced,"[35, 10751]",A lone American manages the new call center of an American novelties company in Bombay and must explain American popular culture to his employees as he tries to understand Indian culture.,6.8,79
1545,81747,Tell Me a Story,[18],The world's most beloved fairy tales reimagined as a dark and twisted psychological thriller.,7.3,221
1546,39278,The Playboy Club,[18],"It's the early '60s, and the legendary Playboy Club in Chicago is the door to all your fantasies... and the key is the most sought-after status symbol of its time.",5.5,36
1547,34219,School Pride,[10764],"School Pride is an American reality television series which airs on NBC, from executive producers Cheryl Hines and Denise Cramsey. The 7-episode series follows the renovation of a different public school each week. The aired from October 15, 2010 to November 26, 2010. The premiere episode earned 2.90 million viewers.",0.0,0
1548,98267,Free Ride,[99],,0.0,0
1549,3172,Private Practice,[18],"Having left behind Seattle Grace Hospital, renowned surgeon Addison Forbes Montgomery moves to Los Angeles for sunnier weather and happier possibilities. She reunites with her friends from medical school, joining them at their chic, co-op, Oceanside Wellness Center in Santa Monica.",7.7,252
1550,10808,Tarzan,"[10759, 18]","Tarzan is a series that aired on NBC from 1966 – 1968. The series portrayed Tarzan as a well-educated character, one who, tired of civilization, had returned to the jungle where he had been raised. The show retained many of the trappings of the classic movie series, including Cheeta, while excluding other elements, such as Jane, as part of the ""new look"" for the fabled apeman that producer Sy Weintraub had introduced in previous motion pictures starring Gordon Scott, Jock Mahoney, and Mike Henry. CBS aired repeat episodes the program during the summer of 1969.",6.8,15
1551,63210,Shadowhunters,"[10759, 18, 10765]","When Clary Fray's mother has disappeared, Clary joins a band of Shadowhunters; demon killing hunters, and gets caught up in a plan to save the world.",7.5,759
1552,81322,The Time Traveler's Wife,"[10765, 18]","The intricate and magical love story of Clare and Henry, and a marriage with a problem… time travel.",8.1,69
1553,126280,Sex/Life,[18],A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,7.1,971
1554,61811,CSI: Cyber,"[80, 18]","The FBI's team of Cyber Crime Investigators, headed by Special Agent Avery Ryan, works to solve cases involving the dark-net. Avery, a Special Agent in Charge and esteemed Cyber-Psychologist heads up a team, including Senior Special Agent Elijah Mundo, tasked with solving murders, cyber-theft, hacking, sex offences, and blackmail.",5.9,164
1555,5225,Hidden Palms,[18],"Johnny Miller was a typical 15-year-old until his father committed suicide. Now Johnny lives in Palm Springs with his mother and her new husband. On the outside, Palm Springs is a paradise - but as Johnny learns the secrets that lie just beneath the surface of this seemingly typical neighborhood, he and his family wonder how well they really know the people who live right next door.",5.1,19
1556,625,The Black Donnellys,[18],"Meet the Donnelly brothers: Tommy, Jimmy, Kevin and Sean. There is nothing these four Irish brothers wouldn't do to protect each other, and for them that means lying, cheating, stealing and, occasionally, calling the cops. Narrated by wannabe gangster Joey ""Ice Cream,"" this gritty series bears witness to the Donnelly brothers' sudden involvement in organized crime, focusing on how they go from boys to mobsters, and showing how their new life affects their relationships with friends, family and lovers.",7.6,47
1557,71790,S.W.A.T.,"[10759, 80, 18]",A locally born and bred S.W.A.T. lieutenant is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.,8.1,994
1558,68915,Still Star-Crossed,[18],"A period drama that picks up where the famous story of Romeo and Juliet leaves off, charting the treachery, palace intrigue, and ill-fated romances of the Montagues and Capulets in the wake of the young lovers' tragic fate.",5.2,12
1559,128036,Q-Force,"[16, 35, 10759]","A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!",7.2,82
1560,119279,Solos,"[10765, 18]","Anthology series telling character-driven stories set at different moments in time, aiming to showcase that during people's most isolated moments, and in disparate circumstances, the human experience connects everyone.",6.9,161
1561,46267,Amish Mafia,"[10764, 99]","Untrusting of outside law enforcement, some Amish in Lancaster County, PA have for many years regularly turned to a small organized group of men for protection and justice. The 2006 School shootings in Lancaster County during which five young Amish girls were killed and five more seriously injured by a non-Amish milk truck driver brought to the nation's attention the vulnerabilities of the Amish community, and their need for continued protection.",3.2,6
1562,51675,Black Box,[18],"Catherine Black is a world-famous neurologist at the state-of-the-art medical institution known as ""The Cube"". Catherine is brilliant, beautiful, and at the top of her game, though she's hiding a secret of her own: she's bipolar. Each week, the doctors on staff attempt to unravel the mysteries of the brain and are constantly challenged by cases never-before-seen on television. The medical stories are moving, bizarre and a visual feast. The personal stories are riveting. The patients have rare, highly visual, often hallucinogenic and startling conditions, which we’ll see through their eyes as Catherine diagnoses and treats them.",6.3,19
1563,11629,Mr. Rhodes,[35],"Mr. Rhodes is an American television situation comedy which was aired by NBC as part of its 1996-97 lineup.

Mr. Rhodes starred comedian Tom Rhodes as an eponymous character who taught at a small-town preparatory school after having failed as a novelist. He found that his high school fantasy girl, Nikki was on the staff as a guidance counselor, and began a relationship with her.

Like the title character's writing career, Mr. Rhodes' appearance on network television was a brief one; the program was not picked up for another season and last broadcast in March 1997.",0.0,0
1564,60697,Chozen,"[16, 35]","An animated comedy about its title character, ""Chozen,"" a gay white rapper fresh out of prison. Armed with a new message, Chozen is on a quest for redemption and to claim his rightful position as the world's top rap artist. His music and lyrics take aim at the stereotypes of machismo and misogyny that is synonymous with rap music. And his new world view has been shaped by his time in prison.",6.4,22
1565,67443,Crisis in Six Scenes,[35],A comedy that takes place in the 1960s during turbulent times in the United States when a middle class suburban family is visited by a guest who turns their household completely upside down.,6.6,87
1566,88584,The Pentaverate,[35],"After influencing global events for centuries, a secret society faces a dangerous threat from within. Can a Canadian reporter save them — and the world?",5.7,14
1567,61263,Hand of God,[18],"A morally corrupt judge suffers a breakdown and believes that God is speaking directly to him, compelling him onto a path of vigilante justice.",7.0,85
1568,71890,Friends from College,[35],"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.",6.5,54
1569,3308,George Lopez,[35],"George Lopez is an American sitcom starring comedian George Lopez. The show originally aired on ABC from March 27, 2002, to May 8, 2007.",7.8,62
1570,1381,Life Is Wild,[18],The story of a dysfunctional blended family from New York who moves to a rural South African town and finds they must rely on each other more than they ever did back home.,10.0,1
1571,65553,Crowded,[35],"No more sex, booze and paying the bills naked. After 20 years of parenting, empty nesters Mike and Martina are finally reclaiming their wild side. But when both of their two grown daughters unexpectedly move back in and Mike's parents scratch their plans to spend their golden years in Florida, their roost is full again. This new (and very timely) family comedy proves that life is crazy with a full house, especially the second time around.",6.0,32
1572,2295,The Loop,[35],"The Loop is an American sitcom that ran from March 15, 2006 to July 1, 2007 on Fox. The show starred Bret Harrison as Sam Sullivan, a young professional trying to balance the needs of his social life with the pressures of working at the corporate headquarters of TransAlliance Airways, a major U.S. airline. Set in the city of Chicago, whose downtown loop area acted as the setting for most of the show. The show's theme song is ""Hockey Monkey"" by James Kochalka Superstar and the Zambonis.",6.7,11
1573,7510,The Cho Show,[35],"The Cho Show is a reality-sitcom starring comedienne Margaret Cho which premiered on VH1 on August 21, 2008. The series follows Cho as she interacts with her family and friends, including her mother and her assistant Selene Luna. Sandra Bernhard, Wanda Sykes, Michelle Rodriguez, Kat Von D, Nina Hartley and Joan Rivers make appearances during the show's first season. The premiere episode, titled ""Korean of the Year"", was available for download from the U.S. iTunes Store for free. The DVD of the show is planned for release in Australia, on 4 March 2009.",0.0,0
1574,111260,Call Your Mother,[35],"An empty-nester mom wonders how she ended up alone while her children live their best lives thousands of miles away. She decides her place is with her family and as she reinserts herself into their lives, her kids realize they might actually need her more than they thought.",5.7,7
1575,4658,ALF,"[10751, 35, 18]",A furry alien wiseguy comes to live with a terran family after crashing into their garage.,7.8,846
1576,32700,Perfect Couples,[35],"Perfect Couples is an American comedy television series that was originally broadcast by NBC. The half-hour romantic comedy was co-created by Jon Pollack and Scott Silveri and produced by Universal Media Studios. A sneak preview of the series aired on December 20, 2010, and officially premiered on January 20, 2011, as a midseason replacement for the 2010–11 television season. The show was filmed in Los Angeles.

On April 14, 2011, the show was replaced in its timeslot with The Paul Reiser Show which was cancelled 11 days later on April 25th after only two episodes. NBC officially canceled Perfect Couples on May 13, 2011.",3.8,6
1577,67118,Conviction,[18],"A brilliant young attorney, who is also the daughter of a former U.S. president, is blackmailed to head up LA's new Conviction Integrity Unit. She and her team investigate cases where people may have been wrongly convicted.",6.8,86
1578,63891,The Player,"[10759, 80]","An action-packed Las Vegas thriller about a former military operative turned security expert who is drawn into a high-stakes game where an organization of wealthy individuals gamble on his ability to stop some of the biggest crimes imaginable from playing out. Can he take them down from the inside and get revenge for the death of his wife, or is it true what they say: the House always wins.",6.1,58
1579,65315,Flaked,"[18, 35]","In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",6.9,60
