index,author,review_source,title,season,release_date,review_length
7679,Matt Zoller Seitz,New York Magazine (Vulture),Code Black (2015),1.0,30-Sep-15,574
7680,Darren Franich,Entertainment Weekly,The Cleaning Lady,1.0,3-Jan-22,378
7681,Joel Keller,Decider,The Cleaning Lady,1.0,3-Jan-22,347
7682,Angie Han,The Hollywood Reporter,The Cleaning Lady,1.0,3-Jan-22,374
7683,Chancellor Agard,Entertainment Weekly,Girlboss,1.0,21-Apr-17,317
7684,Brian Lowry,CNN,Girlboss,1.0,21-Apr-17,432
7685,Mike Hale,The New York Times,Girlboss,1.0,21-Apr-17,369
7686,Aubrey Page,Collider,Girlboss,1.0,21-Apr-17,324
7687,Matt Roush,TV Guide Magazine,Constantine (2014),1.0,24-Oct-14,316
7688,Matt Zoller Seitz,New York Magazine (Vulture),Constantine (2014),1.0,24-Oct-14,351
7689,Steve Daley,Chicago Tribune,Spenser: For Hire,1.0,20-Sep-85,328
7690,Robert P. Laurence,San Diego Union-Tribune,Spenser: For Hire,1.0,20-Sep-85,326
7691,Howard Rosenberg,Los Angeles Times,Spenser: For Hire,1.0,20-Sep-85,313
7692,Tim Goodman,The Hollywood Reporter,Krypton,1.0,21-Mar-18,342
7693,Ken Tucker,Yahoo TV,Krypton,1.0,21-Mar-18,313
7694,David Wiegand,San Francisco Chronicle,Krypton,1.0,21-Mar-18,306
7695,Nick Allen,RogerEbert.com,Krypton,1.0,21-Mar-18,352
7696,Ed Bark,Uncle Barky,Krypton,1.0,21-Mar-18,307
7697,Eric Joseph,We Got This Covered,Krypton,1.0,21-Mar-18,346
7698,Melanie McFarland,Salon,Krypton,1.0,21-Mar-18,459
7699,Rachael Sigee,i,Joe vs Carole,1.0,3-Mar-22,308
7700,Ed Power,The Telegraph,Joe vs Carole,1.0,3-Mar-22,339
7701,Caroline Framke,Variety,Joe vs Carole,1.0,3-Mar-22,368
7702,Nick Allen,RogerEbert.com,Joe vs Carole,1.0,3-Mar-22,368
7703,Brian Lowry,CNN,Joe vs Carole,1.0,3-Mar-22,403
7704,Andrea Reiher,Collider,Murphy Brown (2018),1.0,27-Sep-18,418
7705,Dan Fienberg,The Hollywood Reporter,Murphy Brown (2018),1.0,27-Sep-18,546
7706,Melanie McFarland,Salon,Murphy Brown (2018),1.0,27-Sep-18,514
7707,Liz Shannon Miller,IndieWire,Murphy Brown (2018),1.0,27-Sep-18,349
7708,Daniel D'Addario,Variety,Murphy Brown (2018),1.0,27-Sep-18,381
7709,James Poniewozik,The New York Times,Murphy Brown (2018),1.0,27-Sep-18,341
7710,Emily VanDerWerff,Vox.com,Murphy Brown (2018),1.0,27-Sep-18,358
7711,Jen Chaney,New York Magazine (Vulture),Murphy Brown (2018),1.0,27-Sep-18,452
7712,Jacqueline Cutler,San Francisco Chronicle,Murphy Brown (2018),1.0,27-Sep-18,374
7713,Kristi Turnquist,The Oregonian,Murphy Brown (2018),1.0,27-Sep-18,384
7714,Alan Sepinwall,Newark Star-Ledger,Numb3rs,1.0,23-Jan-05,309
7715,Robert Lloyd,Los Angeles Times,Numb3rs,1.0,23-Jan-05,340
7716,Chuck Barney,San Jose Mercury News/Contra Costa Times,Numb3rs,1.0,23-Jan-05,307
7717,Brian Lowry,Variety,Numb3rs,1.0,23-Jan-05,326
7718,Eric Mink,New York Daily News,Family Guy,1.0,31-Jan-99,316
7719,Matt Zoller Seitz,New York Magazine (Vulture),Instinct,1.0,18-Mar-18,322
7720,Sonia Saraiya,Variety,Instinct,1.0,18-Mar-18,364
7721,Robert Abele,L.A. Weekly,Out of Practice,1.0,19-Sep-05,370
7722,Caroline Framke,Variety,Perfect Harmony,1.0,26-Sep-19,309
7723,Dan Fienberg,The Hollywood Reporter,Perfect Harmony,1.0,26-Sep-19,365
7724,Saloni Gajjar,The A.V. Club,Perfect Harmony,1.0,26-Sep-19,334
7725,Robert Lloyd,Los Angeles Times,Take Two,1.0,21-Jun-18,394
7726,Brian Lowry,CNN,Take Two,1.0,21-Jun-18,322
7727,Ed Bark,Uncle Barky,Take Two,1.0,21-Jun-18,420
7728,Glenn Garvin,Reason.com,Take Two,1.0,21-Jun-18,419
7729,Jonathan Storm,Philadelphia Inquirer,The Protector,1.0,12-Jun-11,346
7730,Michael Hogan,The Telegraph,White Lines,1.0,15-May-20,370
7731,Nick Schager,The Daily Beast,White Lines,1.0,15-May-20,426
7732,Lucy Mangan,The Guardian,White Lines,1.0,15-May-20,466
7733,Hank Stuever,Washington Post,Heroes: Reborn,1.0,24-Sep-15,374
7734,Mark A. Perigard,Boston Herald,Heroes: Reborn,1.0,24-Sep-15,332
7735,Molly Eichel,Philadelphia Inquirer,Heroes: Reborn,1.0,24-Sep-15,354
7736,Matthew Gilbert,Boston Globe,Heroes: Reborn,1.0,24-Sep-15,310
7737,Robert Bianco,USA Today,Crusoe,1.0,17-Oct-08,325
7738,Robert P. Laurence,San Diego Union-Tribune,Harsh Realm,1.0,8-Oct-99,399
7739,John Levesque,Seattle Post-Intelligencer,Harsh Realm,1.0,8-Oct-99,302
7740,Matt Zoller Seitz,Newark Star-Ledger,Harsh Realm,1.0,8-Oct-99,325
7741,Phil Rosenthal,Chicago Sun-Times,Harsh Realm,1.0,8-Oct-99,330
7742,Tom Shales,Washington Post,Harsh Realm,1.0,8-Oct-99,334
7743,David Knowles,The Hollywood Reporter,Platinum Hit,1.0,30-May-11,382
7744,Steve Johnson,Chicago Tribune,3rd Rock from the Sun,1.0,9-Jan-96,413
7745,Chris Kaltenbach,Baltimore Sun,3rd Rock from the Sun,1.0,9-Jan-96,470
7746,David Bianculli,New York Daily News,3rd Rock from the Sun,1.0,9-Jan-96,330
7747,Keith Uhlich,The Hollywood Reporter,The Lizzie Borden Chronicles,1.0,5-Apr-15,370
7748,Ed Bark,Uncle Barky,The Lizzie Borden Chronicles,1.0,5-Apr-15,315
7749,Willa Paskin,Salon,Deception,1.0,7-Jan-13,320
7750,Daniel Goldberg,Slant Magazine,Deception,1.0,7-Jan-13,311
7751,David Wiegand,San Francisco Chronicle,Gang Related,1.0,22-May-14,312
7752,Ed Bark,Uncle Barky,Gang Related,1.0,22-May-14,324
7753,Carrie Raisler,The A.V. Club,The Originals,1.0,3-Oct-13,363
7754,Neil Genzlinger,The New York Times,The Originals,1.0,3-Oct-13,329
7755,Dorothy Rabinowitz,Wall Street Journal,Genius (2017),2.0,24-Apr-18,410
7756,David Wiegand,San Francisco Chronicle,Genius (2017),2.0,24-Apr-18,362
7757,Matt Roush,TV Guide Magazine,Genius (2017),2.0,24-Apr-18,327
7758,Kevin O'Keefe,Variety,Genius (2017),2.0,24-Apr-18,407
7759,Mike Hale,The New York Times,Genius (2017),2.0,24-Apr-18,310
7760,Emily Yahr,Washington Post,Plain Jane,1.0,28-Jul-10,316
7761,Hank Stuever,Washington Post,Who Do You Think You Are?,1.0,5-Mar-10,328
7762,Matthew Gilbert,Boston Globe,Who Do You Think You Are?,1.0,5-Mar-10,365
7763,Sonia Saraiya,Variety,StartUp,1.0,6-Sep-16,372
7764,Isaac Feldberg,Boston Globe,StartUp,1.0,6-Sep-16,345
7765,Irv Letofsky,The Hollywood Reporter,Sex and the City,1.0,6-Jun-98,335
7766,Tom Shales,Washington Post,Sex and the City,1.0,6-Jun-98,503
7767,Phil Gallo,Variety,Sex and the City,1.0,6-Jun-98,435
7768,Matthew Gilbert,Boston Globe,Sex and the City,1.0,6-Jun-98,490
7769,Jen Chaney,New York Magazine (Vulture),Sweetbitter,1.0,6-May-18,364
7770,Mike Hale,The New York Times,Sweetbitter,1.0,6-May-18,370
7771,Robert Lloyd,Los Angeles Times,United States of Al,1.0,1-Apr-21,416
7772,Rob Owen,Pittsburgh Tribune-Review,United States of Al,1.0,1-Apr-21,331
7773,Saloni Gajjar,The A.V. Club,United States of Al,1.0,1-Apr-21,387
7774,Dan Fienberg,The Hollywood Reporter,United States of Al,1.0,1-Apr-21,512
7775,Roxana Hadadi,RogerEbert.com,United States of Al,1.0,1-Apr-21,441
7776,Mike Lechevallier,Slant Magazine,Perception,1.0,9-Jul-12,323
7777,Manuel Mendoza,Dallas Morning News,The Big Easy,1.0,11-Aug-96,518
7778,Irv Letofsky,The Hollywood Reporter,The Big Easy,1.0,11-Aug-96,329
7779,Caryn James,The New York Times,The Big Easy,1.0,11-Aug-96,328
7780,Matt Roush,USA Today,The Big Easy,1.0,11-Aug-96,309
7781,Brian Lowry,Variety,Moonbeam City,1.0,16-Sep-15,310
7782,Joshua Alston,The A.V. Club,Flesh and Bone,1.0,8-Nov-15,326
7783,Nancy DeWolf Smith,Wall Street Journal,Flesh and Bone,1.0,8-Nov-15,334
7784,Matthew Gilbert,Boston Globe,Flesh and Bone,1.0,8-Nov-15,368
7785,Rob Owen,Pittsburgh Post-Gazette,Flesh and Bone,1.0,8-Nov-15,418
7786,Sonia Saraiya,Variety,Frontier,1.0,6-Nov-16,366
7787,Neil Genzlinger,The New York Times,Frontier,1.0,6-Nov-16,411
7789,Ned Ehrbar,The Wrap,The Shannara Chronicles,1.0,5-Jan-16,400
7790,Keith Uhlich,The Hollywood Reporter,The Brink,1.0,21-Jun-15,307
7791,Caroline Framke,Variety,Blood & Treasure,1.0,21-May-19,442
7793,Daniel D'Addario,Variety,Conversations With a Killer: The Ted Bundy Tapes,1.0,24-Jan-19,374
7794,Lucy Mangan,The Guardian,Conversations With a Killer: The Ted Bundy Tapes,1.0,24-Jan-19,350
7795,Matt Zoller Seitz,New York Magazine (Vulture),Conversations With a Killer: The Ted Bundy Tapes,1.0,24-Jan-19,476
7796,Brian Lowry,Variety,Married,1.0,17-Jul-14,345
7797,Robert Bianco,USA Today,Happy Town,1.0,28-Apr-10,404
7798,Brian Lowry,Variety,The Gates,1.0,20-Jun-10,328
7799,Alan Sepinwall,Newark Star-Ledger,Spartacus: Blood and Sand,1.0,22-Jan-10,369
7800,Matt Zoller Seitz,New York Magazine (Vulture),The Goldbergs,1.0,24-Sep-13,416
7801,Annabel Nugent,The Independent,Pieces of Her,1.0,4-Mar-22,303
7802,Tom Long,The Detroit News,Pieces of Her,1.0,4-Mar-22,300
7803,Ben Travers,IndieWire,Pieces of Her,1.0,4-Mar-22,461
7804,Meghan O'Keefe,Decider,Pieces of Her,1.0,4-Mar-22,402
7805,Nina Metz,Chicago Tribune,Law & Order,21.0,24-Feb-22,310
7806,Mike Hale,The New York Times,Law & Order,21.0,24-Feb-22,334
7807,Daniel D'Addario,Variety,Law & Order,21.0,24-Feb-22,363
7808,Laura Bradley,The Daily Beast,Law & Order,21.0,24-Feb-22,336
7809,Diane Werts,Newsday,Joan & Melissa: Joan Knows Best?,1.0,25-Jan-11,379
7810,Jonathan Storm,Philadelphia Inquirer,Greetings from Tucson,1.0,27-Sep-02,351
7811,Michael Slezak,TVLine,Houdini & Doyle,1.0,13-Mar-16,320
7812,Mike Hale,The New York Times,Houdini & Doyle,1.0,13-Mar-16,327
7813,Glenn Garvin,Reason.com,Houdini & Doyle,1.0,13-Mar-16,354
7814,Nandini Balial,RogerEbert.com,Anatomy of a Scandal,1.0,15-Apr-22,392
7815,Nina Metz,Chicago Tribune,Anatomy of a Scandal,1.0,15-Apr-22,335
7816,Brian Lowry,CNN,Anatomy of a Scandal,1.0,15-Apr-22,362
7817,Judy Berman,Time,Anatomy of a Scandal,1.0,15-Apr-22,466
7818,Chris Bennion,The Telegraph,Anatomy of a Scandal,1.0,15-Apr-22,314
7819,Angie Han,The Hollywood Reporter,Anatomy of a Scandal,1.0,15-Apr-22,415
7820,Belen Edwards,IndieWire,Anatomy of a Scandal,1.0,15-Apr-22,359
7821,Carrie Raisler,The A.V. Club,Chicago Med,1.0,17-Nov-15,366
7822,Brian Tallerico,RogerEbert.com,Chicago Med,1.0,17-Nov-15,318
7823,Ken Tucker,Yahoo TV,Dynasty (2017),1.0,11-Oct-17,415
7824,Tirdad Derakhshani,Philadelphia Inquirer,Texas Rising,1.0,25-May-15,304
7825,Ken Tucker,Yahoo TV,Texas Rising,1.0,25-May-15,364
7826,Bob Strauss,San Francisco Chronicle,The Premise,1.0,16-Sep-21,401
7827,Tirhakah Love,The Daily Beast,The Premise,1.0,16-Sep-21,364
7828,Richard Roeper,Chicago Sun-Times,The Premise,1.0,16-Sep-21,431
7829,Steven Scaife,Slant Magazine,The Premise,1.0,16-Sep-21,354
7830,Jen Chaney,New York Magazine (Vulture),The Premise,1.0,16-Sep-21,433
7831,Alan Sepinwall,Rolling Stone,The Premise,1.0,16-Sep-21,354
7832,Brian Tallerico,The Playlist,The Premise,1.0,16-Sep-21,322
7833,Daniel D'Addario,Variety,The Premise,1.0,16-Sep-21,452
7834,Mary McNamara,Los Angeles Times,Guilt,1.0,13-Jun-16,337
7835,Glenn Garvin,Miami Herald,Cupid,1.0,31-Mar-09,308
7836,Mark Harris,Entertainment Weekly,Cupid,1.0,31-Mar-09,343
7837,Ginia Bellafante,The New York Times,Cupid,1.0,31-Mar-09,365
7838,Rob Owen,Pittsburgh Post-Gazette,Journeyman,1.0,24-Sep-07,339
7839,John Leonard,New York Magazine (Vulture),Women's Murder Club,1.0,12-Oct-07,431
7840,Tim Goodman,The Hollywood Reporter,Dublin Murders,1.0,10-Nov-19,322
7841,Laura Miller,Slate,Dublin Murders,1.0,10-Nov-19,321
7842,Ken Tucker,Yahoo TV,Minority Report (2015),1.0,21-Sep-15,317
7843,Rob Lowman,Los Angeles Daily News,Minority Report (2015),1.0,21-Sep-15,369
7844,Keith Staskiewicz,Entertainment Weekly,Minority Report (2015),1.0,21-Sep-15,400
7845,Spencer Kornhaber,The Atlantic,Minority Report (2015),1.0,21-Sep-15,440
7846,Tim Grierson,The Wrap,Minority Report (2015),1.0,21-Sep-15,333
7847,Michael E. Ross,The Wrap,Any Given Wednesday with Bill Simmons,1.0,22-Jun-16,350
7848,Dan Fienberg,The Hollywood Reporter,Any Given Wednesday with Bill Simmons,1.0,22-Jun-16,401
7849,Hank Stuever,Washington Post,A Million Little Things,1.0,26-Sep-18,482
7850,Melanie McFarland,Salon,A Million Little Things,1.0,26-Sep-18,445
7851,David Craig,Radio Times,Stay Close,1.0,31-Dec-21,357
7852,Tambay Obenson,IndieWire,Stay Close,1.0,31-Dec-21,397
7853,Emily Baker,i,Crime Scene: The Vanishing at the Cecil Hotel,1.0,10-Feb-21,330
7854,Lauren J. Coates,Consequence,Crime Scene: The Vanishing at the Cecil Hotel,1.0,10-Feb-21,430
7855,Dan Fienberg,The Hollywood Reporter,Crime Scene: The Vanishing at the Cecil Hotel,1.0,10-Feb-21,312
7856,Lorraine Ali,Los Angeles Times,Crime Scene: The Vanishing at the Cecil Hotel,1.0,10-Feb-21,473
7857,Ellen E Jones,The Guardian,Crime Scene: The Vanishing at the Cecil Hotel,1.0,10-Feb-21,507
7858,Caroline Framke,Variety,Crime Scene: The Vanishing at the Cecil Hotel,1.0,10-Feb-21,497
7859,Joel Keller,Decider,Crime Scene: The Vanishing at the Cecil Hotel,1.0,10-Feb-21,352
7860,Richard Lawson,Vanity Fair,Gossip Girl (2021),1.0,8-Jul-21,452
7861,Melanie McFarland,Salon,Gossip Girl (2021),1.0,8-Jul-21,452
7862,Verne Gay,Newsday,Gossip Girl (2021),1.0,8-Jul-21,310
7863,Kevin Fallon,The Daily Beast,Gossip Girl (2021),1.0,8-Jul-21,405
7864,Brian Lowry,CNN,Gossip Girl (2021),1.0,8-Jul-21,300
7865,Sophie Gilbert,The Atlantic,Gossip Girl (2021),1.0,8-Jul-21,443
7866,Ben Travers,IndieWire,Gossip Girl (2021),1.0,8-Jul-21,443
7867,Rachel Leibrock,San Francisco Chronicle,Gossip Girl (2021),1.0,8-Jul-21,309
7868,Constance Grady,Vox.com,Gossip Girl (2021),1.0,8-Jul-21,337
7869,Kathryn VanArendonk,New York Magazine (Vulture),Gossip Girl (2021),1.0,8-Jul-21,658
7870,Roxana Hadadi,RogerEbert.com,Gossip Girl (2021),1.0,8-Jul-21,330
7871,Willa Paskin,Slate,Gossip Girl (2021),1.0,8-Jul-21,322
7872,Dan Fienberg,The Hollywood Reporter,Gossip Girl (2021),1.0,8-Jul-21,358
7873,Miles Beller,The Hollywood Reporter,Boy Meets World,1.0,24-Sep-93,379
7874,Allison Keene,The Hollywood Reporter,Houdini,1.0,1-Sep-14,302
7875,Bruce Miller,Sioux City Journal,Houdini,1.0,1-Sep-14,343
7876,Brian Tallerico,RogerEbert.com,Houdini,1.0,1-Sep-14,326
7877,Ed Bark,Dallas Morning News,The King of Queens,1.0,21-Sep-98,312
7878,David Bianculli,New York Daily News,The King of Queens,1.0,21-Sep-98,454
7879,Barry Garron,The Hollywood Reporter,The King of Queens,1.0,21-Sep-98,322
7880,Jeff Korbelik,The Lincoln Journal Star,Backstrom,1.0,22-Jan-15,360
7881,Kristi Turnquist,The Oregonian,Backstrom,1.0,22-Jan-15,508
7882,Sara Smith,Kansas City Star,Backstrom,1.0,22-Jan-15,329
7883,Matthew Gilbert,Boston Globe,Backstrom,1.0,22-Jan-15,417
7884,John Anderson,Wall Street Journal,Walker,1.0,21-Jan-21,447
7885,Joel Keller,Decider,Walker,1.0,21-Jan-21,345
7886,Cynthia Fuchs,PopMatters,The Beast,1.0,15-Jan-09,346
7887,Linda Stasi,New York Post,The Beast,1.0,15-Jan-09,305
7888,Ellen Gray,Philadelphia Daily News,The Beast,1.0,15-Jan-09,335
7889,Matthew Gilbert,Boston Globe,The Beast,1.0,15-Jan-09,340
7890,Alan Sepinwall,Newark Star-Ledger,The Beast,1.0,15-Jan-09,308
7891,Daniel D'Addario,Time,Mariah's World,1.0,4-Dec-16,381
7892,Daniel D'Addario,Variety,The Fix,1.0,18-Mar-19,439
7893,John Anderson,Wall Street Journal,The Fix,1.0,18-Mar-19,424
7894,Ed Bark,Uncle Barky,Deputy,1.0,2-Jan-20,334
7895,Howard Rosenberg,Los Angeles Times,Brewster Place,1.0,1-May-90,309
7896,Robert P. Laurence,San Diego Union-Tribune,Brewster Place,1.0,1-May-90,314
7897,Troy Patterson,Slate,Hellcats,1.0,8-Sep-10,359
7898,Randee Dawn,The Hollywood Reporter,Hellcats,1.0,8-Sep-10,388
7899,Ellen Gray,Philadelphia Daily News,Rosemary's Baby,1.0,11-May-14,349
7900,Mary McNamara,Los Angeles Times,Oliver Stone's Secret History of America,1.0,12-Nov-12,350
7901,David Wiegand,San Francisco Chronicle,Oliver Stone's Secret History of America,1.0,12-Nov-12,423
7902,Ed Bark,Dallas Morning News,NCIS,1.0,23-Sep-03,352
7903,Phil Rosenthal,Chicago Sun-Times,NCIS,1.0,23-Sep-03,302
7904,Matthew Gilbert,Boston Globe,NCIS,1.0,23-Sep-03,308
7905,Craig Tomashoff,Los Angeles Times,NCIS,1.0,23-Sep-03,385
7906,Sonia Saraiya,The A.V. Club,Taxi Brooklyn,1.0,25-Jun-14,344
7907,Allison Keene,The Hollywood Reporter,Taxi Brooklyn,1.0,25-Jun-14,333
7908,Brian Lowry,Variety,Taxi Brooklyn,1.0,25-Jun-14,342
7909,Richard Zoglin,Time,seaQuest DSV,1.0,12-Sep-93,343
7910,Travis Richey,Collider,seaQuest DSV,1.0,12-Sep-93,336
7911,Alan Sepinwall,Hitfix,Free Agents (2011),1.0,14-Sep-11,317
7912,Melanie McFarland,Salon,Amazing Stories (2020),1.0,6-Mar-20,305
7913,Rafael Motamayor,Collider,Amazing Stories (2020),1.0,6-Mar-20,507
7914,Michael Hogan,The Telegraph,Amazing Stories (2020),1.0,6-Mar-20,336
7915,Daniel D'Addario,Variety,Amazing Stories (2020),1.0,6-Mar-20,338
7916,Alex McLevy,The A.V. Club,Amazing Stories (2020),1.0,6-Mar-20,502
7917,Rob Owen,Pittsburgh Post-Gazette,Mystery Girls,1.0,25-Jun-14,355
7918,Tirdad Derakhshani,Philadelphia Inquirer,Powers,1.0,10-Mar-15,334
7919,Mike Hale,The New York Times,Sons of Tucson,1.0,14-Mar-10,321
7920,Barry Garron,The Hollywood Reporter,Sons of Tucson,1.0,14-Mar-10,327
7921,Lucy Mangan,The Guardian,The One (2021),1.0,12-Mar-21,436
7922,Richard Roeper,Chicago Sun-Times,The One (2021),1.0,12-Mar-21,464
7923,David Wiegand,San Francisco Chronicle,Benders,1.0,1-Oct-15,357
7924,Dan Fienberg,The Hollywood Reporter,Benders,1.0,1-Oct-15,346
7925,Mike Hale,The New York Times,Benders,1.0,1-Oct-15,315
7926,Mary McNamara,Los Angeles Times,Cougar Town,1.0,23-Sep-09,315
7927,Brian Lowry,Variety,Camp,1.0,10-Jul-13,427
7928,Ellen Gray,Philadelphia Daily News,Camp,1.0,10-Jul-13,324
7929,Matt Zoller Seitz,New York Magazine (Vulture),Deception (2018),1.0,11-Mar-18,357
7930,Dan Fienberg,The Hollywood Reporter,Deception (2018),1.0,11-Mar-18,428
7931,Tom Shales,Washington Post,Star Trek: The Next Generation,1.0,28-Sep-87,328
7932,Sonia Saraiya,Variety,The Great Indoors,1.0,27-Oct-16,354
7933,David Wiegand,San Francisco Chronicle,The Great Indoors,1.0,27-Oct-16,364
7934,Michael Slezak,TVLine,American Gothic (2016),1.0,22-Jun-16,366
7935,Matthew Gilbert,Boston Globe,American Gothic (2016),1.0,22-Jun-16,353
7936,Ken Tucker,Yahoo TV,American Gothic (2016),1.0,22-Jun-16,335
7937,Benji Wilson,The Telegraph,Invasion (2021),1.0,22-Oct-21,303
7938,Joel Keller,Decider,Invasion (2021),1.0,22-Oct-21,349
7939,John Anderson,Wall Street Journal,Invasion (2021),1.0,22-Oct-21,438
7940,Lucy Mangan,The Guardian,Invasion (2021),1.0,22-Oct-21,385
7941,Ben Travers and Steve Greene,IndieWire,The Little Mermaid Live!,1.0,5-Nov-19,391
7942,Daniel D'Addario,Variety,The Little Mermaid Live!,1.0,5-Nov-19,426
7943,Caroline Siede,The A.V. Club,The Little Mermaid Live!,1.0,5-Nov-19,430
7944,Chris Cabin,Collider,Shut Eye,1.0,7-Dec-16,396
7945,Melanie McFarland,Salon,Shut Eye,1.0,7-Dec-16,336
7946,Ken Tucker,Yahoo TV,Shut Eye,1.0,7-Dec-16,379
7947,Alan Sepinwall,UPROXX,Shut Eye,1.0,7-Dec-16,315
7948,Brian Tallerico,RogerEbert.com,Falling Water,1.0,13-Oct-16,383
7949,Caroline Framke,Variety,Camping,1.0,14-Oct-18,357
7950,Allison Shoemaker,RogerEbert.com,Camping,1.0,14-Oct-18,387
7951,Bruce Miller,Sioux City Journal,Camping,1.0,14-Oct-18,438
7952,Ben Travers,IndieWire,Camping,1.0,14-Oct-18,344
7953,Brian Lowry,CNN,Camping,1.0,14-Oct-18,310
7954,Sophie Gilbert,The Atlantic,Camping,1.0,14-Oct-18,536
7955,Andrea Reiher,Collider,Camping,1.0,14-Oct-18,419
7956,James Poniewozik,The New York Times,Camping,1.0,14-Oct-18,336
7957,Tim Goodman,The Hollywood Reporter,Camping,1.0,14-Oct-18,603
7958,Matthew Gilbert,Boston Globe,Camping,1.0,14-Oct-18,416
7959,Angie Han,The Hollywood Reporter,The First Lady,1.0,17-Apr-22,455
7960,Richard Roeper,Chicago Sun-Times,The First Lady,1.0,17-Apr-22,400
7961,Kelly Lawler,USA Today,The First Lady,1.0,17-Apr-22,304
7962,Inkoo Kang,Washington Post,The First Lady,1.0,17-Apr-22,536
7963,Caroline Framke,Variety,The First Lady,1.0,17-Apr-22,347
7964,Judy Berman,Time,The First Lady,1.0,17-Apr-22,459
7965,Marah Eakin,The Playlist,The First Lady,1.0,17-Apr-22,349
7966,Alyse Wax,Collider,The First Lady,1.0,17-Apr-22,437
7967,Tom Shales,Washington Post,Welcome to the Captain,1.0,4-Feb-08,326
7968,Mary McNamara,Los Angeles Times,The Vampire Diaries,1.0,10-Sep-09,367
7969,Matthew Gilbert,Boston Globe,The Vampire Diaries,1.0,10-Sep-09,301
7970,Brian Lowry,Variety,The Vampire Diaries,1.0,10-Sep-09,334
7971,Valerie Ettenhofer,The Playlist,Suspicion (2022),1.0,4-Feb-22,399
7972,Benji Wilson,The Telegraph,Suspicion (2022),1.0,4-Feb-22,349
7973,Nick Schager,The Daily Beast,Suspicion (2022),1.0,4-Feb-22,315
7974,Daniel D'Addario,Variety,Suspicion (2022),1.0,4-Feb-22,366
7975,Robert Lloyd,Los Angeles Times,Chelsea,1.0,11-May-16,383
7976,Kevin Fallon,The Daily Beast,Chelsea,1.0,11-May-16,406
7977,David Sims,The Atlantic,Chelsea,1.0,11-May-16,301
7978,Michael Slezak,TVLine,Chelsea,1.0,11-May-16,350
7979,Howard Rosenberg,Los Angeles Times,The Client,1.0,17-Sep-95,406
7980,Glenn Garvin,Reason.com,Halston (2021),1.0,14-May-21,468
7981,Danette Chavez,The A.V. Club,Halston (2021),1.0,14-May-21,346
7982,Daniel D'Addario,Variety,Halston (2021),1.0,14-May-21,337
7983,Jo Berry,Radio Times,Halston (2021),1.0,14-May-21,331
7984,Rebecca Nicholson,The Guardian,Halston (2021),1.0,14-May-21,309
7985,Joel Keller,Decider,Halston (2021),1.0,14-May-21,382
7986,Glenn Garvin,Reason.com,L.A.'s Finest,1.0,13-May-19,321
7987,Dan Fienberg,The Hollywood Reporter,L.A.'s Finest,1.0,13-May-19,386
7988,Danette Chavez,The A.V. Club,L.A.'s Finest,1.0,13-May-19,462
7989,Ed Bark,Uncle Barky,Star-Crossed,1.0,17-Feb-14,313
7990,David Hinckley,New York Daily News,Star-Crossed,1.0,17-Feb-14,379
7991,David Hiltbrand,Philadelphia Inquirer,Star-Crossed,1.0,17-Feb-14,344
7992,Brian Lowry,Variety,Star-Crossed,1.0,17-Feb-14,327
7993,Howard Rosenberg,Los Angeles Times,Wolf Lake,1.0,19-Sep-01,313
7994,Brian Lowry,Variety,Chicago P.D.,1.0,8-Jan-14,416
7995,Erik Adams,The A.V. Club,The Tomorrow People,1.0,9-Oct-13,421
7996,Robert Lloyd,Los Angeles Times,The Neighborhood,1.0,1-Oct-18,439
7997,Steven Scaife,Slant Magazine,Four Weddings and a Funeral,1.0,31-Jul-19,332
7998,Dave Nemetz,TVLine,Four Weddings and a Funeral,1.0,31-Jul-19,338
7999,Gwen Ihnat,The A.V. Club,Four Weddings and a Funeral,1.0,31-Jul-19,311
8000,Judy Berman,Time,Four Weddings and a Funeral,1.0,31-Jul-19,504
8001,Jen Chaney,New York Magazine (Vulture),Four Weddings and a Funeral,1.0,31-Jul-19,419
8002,Brian Lowry,CNN,Four Weddings and a Funeral,1.0,31-Jul-19,398
8003,Caroline Framke,Variety,Four Weddings and a Funeral,1.0,31-Jul-19,391
8004,Lacy Baugher,Paste Magazine,Ratched,1.0,18-Sep-20,436
8005,Hank Stuever,Washington Post,Ratched,1.0,18-Sep-20,345
8006,Kayla Cobb,Decider,Ratched,1.0,18-Sep-20,432
8007,Tom Long,The Detroit News,Ratched,1.0,18-Sep-20,407
8008,Monica Castillo,The A.V. Club,Ratched,1.0,18-Sep-20,310
8009,Dean Taylor,Collider,Ratched,1.0,18-Sep-20,348
8010,Willa Paskin,Slate,Ratched,1.0,18-Sep-20,434
8011,Rachel Syme,The New Yorker,Ratched,1.0,18-Sep-20,325
8012,Anita Singh,The Telegraph,Ratched,1.0,18-Sep-20,346
8013,Angelica Jade Bastien,New York Magazine (Vulture),Ratched,1.0,18-Sep-20,445
8014,Caroline Framke,Variety,Ratched,1.0,18-Sep-20,487
8015,Matthew Gilbert,Boston Globe,Ratched,1.0,18-Sep-20,405
8016,Ben Travers,IndieWire,Ratched,1.0,18-Sep-20,408
8017,Laura Bogart,RogerEbert.com,Ratched,1.0,18-Sep-20,486
8018,Alan Sepinwall,Rolling Stone,Ratched,1.0,18-Sep-20,311
8019,James Poniewozik,The New York Times,Ratched,1.0,18-Sep-20,423
